Date,Time,Piovan Silo Actual[%],Silo 01 Actual[%],Silo 02 Actual[%],Rotary01(N2)[Start/Stop],Rotary01(N2)[Fault/NotFault]
04/09/2023,12:01:04,5.00,5.00,7.00,8,6
04/09/2023,12:01:05,2.00,0.00,3.00,7,2
04/09/2023,12:01:06,2.00,6.00,4.00,7,9
04/09/2023,12:01:07,8.00,8.00,7.00,4,1
04/09/2023,12:01:08,3.00,1.00,6.00,4,9
04/09/2023,12:01:09,5.00,0.00,8.00,1,8
04/09/2023,12:01:10,8.00,8.00,5.00,3,2
04/09/2023,12:01:11,6.00,2.00,9.00,1,0
04/09/2023,12:01:13,2.00,9.00,7.00,3,8
04/09/2023,12:01:14,9.00,8.00,7.00,2,6
04/09/2023,12:01:15,1.00,8.00,5.00,2,3
04/09/2023,12:01:16,0.00,6.00,5.00,7,8
04/09/2023,12:01:17,6.00,7.00,1.00,6,8
04/09/2023,12:01:18,6.00,9.00,4.00,0,3
04/09/2023,12:01:19,5.00,9.00,6.00,5,2
04/09/2023,12:01:20,1.00,9.00,1.00,4,6
04/09/2023,12:01:21,4.00,6.00,2.00,1,7
04/09/2023,12:01:22,2.00,8.00,0.00,8,2
04/09/2023,12:01:23,8.00,3.00,3.00,1,5
04/09/2023,12:01:24,7.00,4.00,3.00,1,0
04/09/2023,12:01:25,4.00,7.00,5.00,6,1
04/09/2023,12:01:26,0.00,3.00,9.00,8,3
04/09/2023,12:01:27,9.00,1.00,5.00,2,6
04/09/2023,12:01:28,1.00,2.00,4.00,0,0
04/09/2023,12:01:29,0.00,4.00,5.00,6,3
04/09/2023,12:01:30,7.00,4.00,7.00,5,2
04/09/2023,12:01:31,5.00,3.00,2.00,9,0
04/09/2023,12:01:32,7.00,5.00,0.00,7,9
04/09/2023,12:01:33,3.00,5.00,8.00,4,0
04/09/2023,12:01:34,4.00,7.00,8.00,1,5
04/09/2023,12:01:35,3.00,7.00,7.00,3,5
04/09/2023,12:01:36,1.00,8.00,6.00,9,3
04/09/2023,12:01:37,4.00,5.00,3.00,4,4
04/09/2023,12:01:38,9.00,1.00,5.00,7,3
04/09/2023,12:01:39,3.00,7.00,9.00,7,8
04/09/2023,12:01:40,4.00,5.00,8.00,8,1
04/09/2023,12:01:41,7.00,7.00,1.00,2,5
04/09/2023,12:01:42,6.00,7.00,1.00,0,7
04/09/2023,12:01:43,0.00,5.00,8.00,5,0
04/09/2023,12:01:44,9.00,6.00,5.00,5,7
04/09/2023,12:01:45,2.00,2.00,9.00,4,2
04/09/2023,12:01:46,7.00,7.00,8.00,2,8
04/09/2023,12:01:47,4.00,2.00,4.00,7,8
04/09/2023,12:01:48,0.00,2.00,5.00,2,4
04/09/2023,12:01:49,3.00,9.00,9.00,0,6
04/09/2023,12:01:50,0.00,3.00,6.00,8,9
04/09/2023,12:01:51,7.00,6.00,1.00,0,7
04/09/2023,12:01:52,8.00,9.00,5.00,1,9
04/09/2023,12:01:53,8.00,2.00,8.00,5,8
04/09/2023,12:01:54,8.00,7.00,6.00,4,6
04/09/2023,12:01:55,0.00,7.00,1.00,4,7
04/09/2023,12:01:56,1.00,4.00,9.00,8,4
04/09/2023,12:01:57,9.00,4.00,9.00,1,3
04/09/2023,12:01:58,8.00,4.00,0.00,7,3
04/09/2023,12:01:59,0.00,4.00,2.00,3,3
04/09/2023,12:02:00,2.00,9.00,2.00,5,3
04/09/2023,12:02:01,7.00,8.00,2.00,6,2
04/09/2023,12:02:02,9.00,4.00,8.00,1,3
04/09/2023,12:02:03,9.00,4.00,8.00,1,2
04/09/2023,12:02:04,2.00,0.00,1.00,6,3
04/09/2023,12:02:05,8.00,7.00,0.00,7,2
04/09/2023,12:02:06,5.00,3.00,4.00,9,7
04/09/2023,12:03:41,5.00,5.00,7.00,8,6
04/09/2023,12:03:42,5.00,4.00,7.00,7,6
04/09/2023,12:03:43,3.00,4.00,6.00,4,2
04/09/2023,12:03:44,5.00,6.00,7.00,7,7
04/09/2023,12:03:45,6.00,2.00,8.00,2,2
04/09/2023,12:03:47,2.00,3.00,3.00,9,2
04/09/2023,12:03:48,5.00,1.00,3.00,1,3
04/09/2023,12:03:49,2.00,7.00,6.00,9,5
04/09/2023,12:03:50,3.00,9.00,9.00,5,1
04/09/2023,12:03:51,4.00,6.00,6.00,1,3
04/09/2023,12:04:15,5.00,5.00,7.00,8,6
04/09/2023,12:04:16,4.00,5.00,6.00,2,2
04/09/2023,12:04:17,0.00,6.00,6.00,6,1
04/09/2023,12:04:18,0.00,4.00,2.00,7,7
04/09/2023,12:04:19,0.00,2.00,6.00,6,5
04/09/2023,12:04:20,9.00,9.00,5.00,9,8
04/09/2023,12:04:21,9.00,3.00,0.00,2,0
04/09/2023,12:04:22,7.00,7.00,9.00,8,8
04/09/2023,12:04:23,7.00,1.00,3.00,5,9
04/09/2023,12:04:24,3.00,4.00,4.00,9,8
04/09/2023,12:04:25,3.00,5.00,5.00,8,9
04/09/2023,12:04:26,2.00,2.00,2.00,4,3
04/09/2023,12:04:27,0.00,3.00,3.00,6,2
04/09/2023,12:04:28,7.00,9.00,2.00,4,6
04/09/2023,12:04:29,6.00,7.00,6.00,6,6
04/09/2023,12:04:30,9.00,9.00,2.00,2,3
04/09/2023,12:04:31,3.00,3.00,7.00,0,4
04/09/2023,12:04:32,7.00,8.00,2.00,9,1
04/09/2023,12:04:33,4.00,9.00,7.00,4,8
04/09/2023,12:04:34,9.00,0.00,0.00,6,7
04/09/2023,12:04:35,1.00,1.00,6.00,6,0
04/09/2023,12:04:36,8.00,3.00,0.00,5,4
04/09/2023,12:04:37,8.00,9.00,0.00,0,5
04/09/2023,12:04:38,2.00,5.00,8.00,2,8
04/09/2023,12:04:39,3.00,4.00,3.00,9,8
04/09/2023,12:04:40,8.00,8.00,6.00,0,9
04/09/2023,12:04:41,0.00,5.00,0.00,7,9
04/09/2023,12:04:42,4.00,5.00,3.00,5,4
04/09/2023,12:04:43,8.00,4.00,8.00,9,8
04/09/2023,12:04:44,2.00,4.00,2.00,2,4
04/09/2023,12:04:45,9.00,2.00,5.00,7,8
04/09/2023,12:04:46,2.00,6.00,3.00,6,9
04/09/2023,12:04:47,6.00,6.00,5.00,2,8
04/09/2023,12:04:48,2.00,1.00,7.00,9,6
04/09/2023,12:04:49,3.00,1.00,9.00,0,4
04/09/2023,12:04:50,0.00,4.00,8.00,9,8
04/09/2023,12:04:51,2.00,0.00,4.00,0,6
04/09/2023,12:04:52,9.00,8.00,7.00,0,4
04/09/2023,12:04:53,8.00,0.00,9.00,1,2
04/09/2023,12:04:54,7.00,7.00,9.00,0,3
04/09/2023,12:04:55,2.00,2.00,2.00,9,6
04/09/2023,12:04:56,7.00,8.00,4.00,0,8
04/09/2023,12:04:57,4.00,2.00,3.00,6,7
04/09/2023,12:04:58,2.00,0.00,9.00,6,5
04/09/2023,12:04:59,7.00,3.00,1.00,7,7
04/09/2023,12:05:00,2.00,2.00,8.00,0,4
04/09/2023,12:05:02,2.00,8.00,0.00,4,2
04/09/2023,12:05:03,7.00,5.00,3.00,5,6
04/09/2023,12:05:04,5.00,1.00,1.00,4,2
04/09/2023,12:05:05,3.00,0.00,0.00,2,5
04/09/2023,12:05:06,9.00,1.00,2.00,8,6
04/09/2023,12:05:07,3.00,2.00,5.00,0,1
04/09/2023,12:05:08,1.00,2.00,9.00,9,2
04/09/2023,12:05:09,6.00,0.00,8.00,8,6
04/09/2023,12:05:10,9.00,4.00,1.00,0,1
04/09/2023,12:05:11,3.00,8.00,5.00,8,5
04/09/2023,12:05:12,5.00,6.00,0.00,1,2
04/09/2023,12:05:13,9.00,3.00,8.00,1,7
04/09/2023,12:05:14,2.00,4.00,3.00,3,2
04/09/2023,12:05:15,6.00,2.00,2.00,1,6
04/09/2023,12:05:16,1.00,6.00,1.00,4,3
04/09/2023,12:09:35,5.00,5.00,7.00,8,6
04/09/2023,12:09:36,1.00,5.00,2.00,7,7
04/09/2023,12:09:37,8.00,4.00,3.00,8,1
04/09/2023,12:09:38,4.00,7.00,9.00,0,7
04/09/2023,12:09:39,5.00,8.00,8.00,3,8
04/09/2023,12:09:40,8.00,9.00,7.00,8,9
04/09/2023,12:09:41,8.00,8.00,7.00,5,4
04/09/2023,12:09:42,5.00,9.00,9.00,3,1
04/09/2023,12:09:43,7.00,2.00,5.00,7,7
04/09/2023,12:09:44,4.00,5.00,4.00,8,9
04/09/2023,12:09:45,0.00,6.00,3.00,5,1
04/09/2023,12:09:46,6.00,6.00,0.00,8,6
04/09/2023,12:09:47,3.00,2.00,3.00,5,6
04/09/2023,12:09:48,3.00,1.00,7.00,6,1
04/09/2023,12:09:49,5.00,5.00,0.00,7,8
04/09/2023,12:09:50,9.00,9.00,0.00,6,3
04/09/2023,12:09:51,9.00,9.00,5.00,6,6
04/09/2023,12:09:52,8.00,5.00,7.00,4,8
04/09/2023,12:09:53,4.00,8.00,2.00,2,6
04/09/2023,12:09:54,3.00,4.00,9.00,9,2
04/09/2023,12:09:55,8.00,3.00,4.00,3,2
04/09/2023,12:09:56,3.00,7.00,0.00,8,0
04/09/2023,12:09:57,9.00,3.00,4.00,0,8
04/09/2023,12:09:58,9.00,4.00,9.00,6,4
04/09/2023,12:09:59,8.00,0.00,6.00,1,6
04/09/2023,12:10:00,2.00,7.00,1.00,6,3
04/09/2023,12:10:01,5.00,5.00,4.00,4,8
04/09/2023,12:10:02,5.00,4.00,0.00,2,6
04/09/2023,12:10:03,4.00,2.00,2.00,2,2
04/09/2023,12:10:04,0.00,8.00,3.00,1,9
04/09/2023,12:10:05,4.00,1.00,4.00,4,3
04/09/2023,12:10:06,9.00,3.00,2.00,9,3
04/09/2023,12:10:08,9.00,5.00,0.00,6,4
04/09/2023,12:10:09,5.00,6.00,2.00,0,7
04/09/2023,12:10:10,8.00,9.00,4.00,2,8
04/09/2023,12:10:11,9.00,7.00,9.00,9,0
04/09/2023,12:10:12,2.00,7.00,6.00,8,1
04/09/2023,12:10:13,5.00,9.00,8.00,3,4
04/09/2023,12:10:14,8.00,8.00,0.00,9,1
04/09/2023,12:10:15,9.00,1.00,5.00,1,1
04/09/2023,12:10:16,2.00,0.00,3.00,0,1
04/09/2023,12:10:17,2.00,3.00,6.00,1,1
04/09/2023,12:10:18,5.00,8.00,7.00,2,6
04/09/2023,12:10:19,8.00,4.00,5.00,9,8
04/09/2023,12:54:32,5.00,5.00,7.00,8,6
04/09/2023,12:54:33,8.00,7.00,8.00,4,0
04/09/2023,12:54:34,7.00,8.00,6.00,2,3
04/09/2023,12:54:35,1.00,1.00,9.00,0,4
04/09/2023,12:54:36,8.00,2.00,2.00,1,0
04/09/2023,12:54:37,2.00,3.00,1.00,2,8
04/09/2023,12:54:38,4.00,6.00,5.00,8,8
04/09/2023,12:54:39,0.00,1.00,8.00,2,0
04/09/2023,12:54:40,2.00,6.00,6.00,5,8
04/09/2023,12:54:41,2.00,7.00,6.00,6,1
04/09/2023,12:54:42,3.00,7.00,8.00,0,4
04/09/2023,12:54:43,7.00,5.00,0.00,5,8
04/09/2023,12:54:44,1.00,9.00,1.00,1,3
04/09/2023,12:54:45,0.00,7.00,6.00,4,6
04/09/2023,12:54:46,2.00,3.00,7.00,9,3
04/09/2023,12:55:16,5.00,5.00,7.00,8,6
04/09/2023,12:55:17,2.00,6.00,1.00,1,8
04/09/2023,12:55:19,4.00,0.00,8.00,2,0
04/09/2023,12:55:20,5.00,5.00,3.00,1,0
04/09/2023,12:55:21,3.00,4.00,7.00,3,7
04/09/2023,12:55:22,1.00,7.00,8.00,9,5
04/09/2023,12:55:23,0.00,1.00,2.00,5,0
04/09/2023,13:10:34,5.00,5.00,7.00,8,6
04/09/2023,13:10:35,4.00,3.00,2.00,5,9
04/09/2023,13:10:36,3.00,0.00,7.00,7,4
04/09/2023,13:10:37,7.00,0.00,5.00,9,0
04/09/2023,13:10:38,0.00,8.00,3.00,5,2
04/09/2023,13:10:39,1.00,0.00,4.00,6,1
04/09/2023,13:10:40,1.00,8.00,7.00,9,3
04/09/2023,13:10:41,6.00,2.00,9.00,1,0
04/09/2023,13:10:42,6.00,3.00,9.00,1,3
04/09/2023,13:10:43,0.00,2.00,2.00,8,8
